MongoDB shell version: 2.0.2
connecting to: localhost:27017/ingestion_batch_job
1,A1-job-key,22Aug2012-14-0-MediumSampleDataSet.zip,22Aug2012-14-5-MediumSampleDataSet.zip,22Aug2012-14-9-MediumSampleDataSet.zip,22Aug2012-14-14-MediumSampleDataSet.zip
1,Avg-c1-mongo-is-studentDisciplineIncidentAssociation-readtime,115743,114202,121702,203636
0,Avg-c1-mongo-is-studentDisciplineIncidentAssociation-writecount,1,1,1,1
1,Avg-c1-mongo-is-studentDisciplineIncidentAssociation-writetime,235,250,296,368
0,Avg-c1-mongo-is-studentGradebookEntry-readcount,54,54,54,54
1,Avg-c1-mongo-is-studentGradebookEntry-readtime,145,153,151,751
0,Avg-c1-mongo-is-studentGradebookEntry-writecount,1,1,1,1
1,Avg-c1-mongo-is-studentGradebookEntry-writetime,22,20,41,30
1,Avg-c1-mongo-is-studentObjectiveAssessment-readcount,202507,209174,210507,198507
1,Avg-c1-mongo-is-studentObjectiveAssessment-readtime,29033,122066,80339,146327
0,Avg-c1-mongo-is-studentObjectiveAssessment-writecount,1,1,1,1
1,Avg-c1-mongo-is-studentObjectiveAssessment-writetime,50,106,61,78
1,Avg-c1-mongo-is-studentParentAssociation-readcount,136,143,136,143
1,Avg-c1-mongo-is-studentParentAssociation-readtime,1819,1985,2019,6400
0,Avg-c1-mongo-is-studentParentAssociation-writecount,1,1,1,1
1,Avg-c1-mongo-is-studentParentAssociation-writetime,32,30,42,41
1,Avg-c1-mongo-is-studentProgramAssociation-readcount,136,136,136,139
1,Avg-c1-mongo-is-studentProgramAssociation-readtime,3442,4107,4082,22049
0,Avg-c1-mongo-is-studentProgramAssociation-writecount,1,1,1,1
1,Avg-c1-mongo-is-studentProgramAssociation-writetime,67,58,76,76
0,Avg-c1-mongo-is-studentSchoolAssociation-readcount,45,45,45,45
1,Avg-c1-mongo-is-studentSchoolAssociation-readtime,866,818,718,936
0,Avg-c1-mongo-is-studentSchoolAssociation-writecount,1,1,1,1
1,Avg-c1-mongo-is-studentSchoolAssociation-writetime,27,25,25,43
1,Avg-c1-mongo-is-studentSectionAssociation-readcount,1098,1044,978,1000
1,Avg-c1-mongo-is-studentSectionAssociation-readtime,69181,73522,70638,83220
0,Avg-c1-mongo-is-studentSectionAssociation-writecount,1,1,1,1
1,Avg-c1-mongo-is-studentSectionAssociation-writetime,136,124,133,179
1,Avg-c1-mongo-is-studentTranscriptAssociation-readcount,44151,40133,37322,38798
1,Avg-c1-mongo-is-studentTranscriptAssociation-readtime,447853,500087,613012,3260632
1,Avg-c1-mongo-is-studentTranscriptAssociation-writecount,21,19,18,19
1,Avg-c1-mongo-is-studentTranscriptAssociation-writetime,1144,1040,1254,1283
0,Avg-c1-mongo-is-studentTranscriptAssociation_transformed-readcount,1,1,1,1
0,Avg-c1-mongo-is-studentTranscriptAssociation_transformed-readtime,0,0,1,1
0,Avg-c1-mongo-is-systemDOTindexes-readcount,1,1,1,1
0,Avg-c1-mongo-is-systemDOTindexes-readtime,0,0,1,1
0,Avg-c1-mongo-is-teacher-readcount,54,54,54,54
1,Avg-c1-mongo-is-teacher-readtime,51,59,271,49
0,Avg-c1-mongo-is-teacher-writecount,1,1,1,1
1,Avg-c1-mongo-is-teacher-writetime,4,5,6,20
0,Avg-c1-mongo-is-teacherSchoolAssociation-readcount,45,45,45,45
1,Avg-c1-mongo-is-teacherSchoolAssociation-readtime,17,24,14,16
0,Avg-c1-mongo-is-teacherSchoolAssociation-writecount,1,1,1,1
1,Avg-c1-mongo-is-teacherSchoolAssociation-writetime,3,4,4,36
0,Avg-c1-mongo-is-teacherSectionAssociation-readcount,54,54,54,54
1,Avg-c1-mongo-is-teacherSectionAssociation-readtime,78,338,562,501
0,Avg-c1-mongo-is-teacherSectionAssociation-writecount,1,1,1,1
1,Avg-c1-mongo-is-teacherSectionAssociation-writetime,11,12,12,15
0,Avg-c1-mongo-sli-UNKNOWN-readcount,1,1,1,1
1,Avg-c1-mongo-sli-UNKNOWN-readtime,0,0,1,0
1,Avg-c1-mongo-sli-assessment-readcount,22500,22500,22500,23167
1,Avg-c1-mongo-sli-assessment-readtime,1272,856,1104,2506
0,Avg-c1-mongo-sli-assessment-writecount,1,1,1,1
0,Avg-c1-mongo-sli-assessment-writetime,1,1,1,1
0,Avg-c1-mongo-sli-attendance-readcount,500,500,500,500
1,Avg-c1-mongo-sli-attendance-readtime,136,157,281,349
0,Avg-c1-mongo-sli-attendance-writecount,500,500,500,500
1,Avg-c1-mongo-sli-attendance-writetime,236,209,224,417
0,Avg-c1-mongo-sli-calendarDate-readcount,2014,2014,2014,2014
1,Avg-c1-mongo-sli-calendarDate-readtime,763,601,451,1348
0,Avg-c1-mongo-sli-calendarDate-writecount,6,6,6,6
1,Avg-c1-mongo-sli-calendarDate-writetime,3,3,7,4
0,Avg-c1-mongo-sli-cohort-readcount,152060,152060,152060,152060
1,Avg-c1-mongo-sli-cohort-readtime,38088,180848,53499,154952
0,Avg-c1-mongo-sli-cohort-writecount,20,20,20,20
1,Avg-c1-mongo-sli-cohort-writetime,12,17,10,15
1,Avg-c1-mongo-sli-course-readcount,76507600,76507600,61207600,76507600
1,Avg-c1-mongo-sli-course-readtime,27741615,35688326,26579849,38153575
0,Avg-c1-mongo-sli-course-writecount,50,50,50,50
1,Avg-c1-mongo-sli-course-writetime,22,33,26,43
0,Avg-c1-mongo-sli-courseOffering-readcount,300200,300200,300200,300200
1,Avg-c1-mongo-sli-courseOffering-readtime,3537,2870,3184,7925
0,Avg-c1-mongo-sli-courseOffering-writecount,100,100,100,100
1,Avg-c1-mongo-sli-courseOffering-writetime,32,21,29,48
0,Avg-c1-mongo-sli-disciplineAction-readcount,4875,4875,4875,4875
1,Avg-c1-mongo-sli-disciplineAction-readtime,2042,2228,3260,3566
0,Avg-c1-mongo-sli-disciplineAction-writecount,4875,4875,4875,4875
1,Avg-c1-mongo-sli-disciplineAction-writetime,2655,2600,3354,3843
1,Avg-c1-mongo-sli-disciplineIncident-readcount,975014625,975014625,780012675,975014625
1,Avg-c1-mongo-sli-disciplineIncident-readtime,23456611,22576149,117156113,94752729
0,Avg-c1-mongo-sli-disciplineIncident-writecount,4875,4875,4875,4875
1,Avg-c1-mongo-sli-disciplineIncident-writetime,3401,3349,2526,3869
1,Avg-c1-mongo-sli-educationOrganization-readcount,1233624,1233623,991334,1233623
1,Avg-c1-mongo-sli-educationOrganization-readtime,38129,187994,82234,312435
0,Avg-c1-mongo-sli-educationOrganization-writecount,7,7,7,7
1,Avg-c1-mongo-sli-educationOrganization-writetime,5,1,2,7
1,Avg-c1-mongo-sli-grade-readcount,30002500,30002500,24002100,30002500
1,Avg-c1-mongo-sli-grade-readtime,1449506,1538965,1195122,5053079
0,Avg-c1-mongo-sli-grade-writecount,2500,2500,2500,2500
1,Avg-c1-mongo-sli-grade-writetime,1377,1510,1410,2192
1,Avg-c1-mongo-sli-gradebookEntry-readcount,2500,2500,2500,2567
1,Avg-c1-mongo-sli-gradebookEntry-readtime,1200,782,662,1255
0,Avg-c1-mongo-sli-gradebookEntry-writecount,1,1,1,1
0,Avg-c1-mongo-sli-gradebookEntry-writetime,0,2,2,2
0,Avg-c1-mongo-sli-gradingPeriod-readcount,2050,2050,2050,2050
1,Avg-c1-mongo-sli-gradingPeriod-readtime,372,483,567,1285
0,Avg-c1-mongo-sli-gradingPeriod-writecount,40,40,40,40
1,Avg-c1-mongo-sli-gradingPeriod-writetime,17,14,15,24
0,Avg-c1-mongo-sli-graduationPlan-readcount,5,5,5,5
1,Avg-c1-mongo-sli-graduationPlan-readtime,1,1,1,2
0,Avg-c1-mongo-sli-graduationPlan-writecount,5,5,5,5
1,Avg-c1-mongo-sli-graduationPlan-writetime,2,3,2,2
0,Avg-c1-mongo-sli-learningObjective-readcount,1,1,1,1
0,Avg-c1-mongo-sli-learningObjective-readtime,1,1,1,1
0,Avg-c1-mongo-sli-learningObjective-writecount,1,1,1,1
1,Avg-c1-mongo-sli-learningObjective-writetime,2,0,1,1
0,Avg-c1-mongo-sli-learningStandard-readcount,41,41,41,41
1,Avg-c1-mongo-sli-learningStandard-readtime,10,10,5,17
0,Avg-c1-mongo-sli-learningStandard-writecount,3,3,3,3
1,Avg-c1-mongo-sli-learningStandard-writetime,1,1,1,2
0,Avg-c1-mongo-sli-parent-readcount,7631526,7631526,7631526,7631526
1,Avg-c1-mongo-sli-parent-readtime,127396,109068,1230795,384212
0,Avg-c1-mongo-sli-parent-writecount,763,763,763,763
1,Avg-c1-mongo-sli-parent-writetime,391,820,449,687
1,Avg-c1-mongo-sli-program-readcount,102341,102340,82075,102340
1,Avg-c1-mongo-sli-program-readtime,19721,13583,2451,38446
0,Avg-c1-mongo-sli-program-writecount,13,13,13,13
1,Avg-c1-mongo-sli-program-writetime,8,14,4,7
0,Avg-c1-mongo-sli-reportCard-readcount,500,500,500,500
1,Avg-c1-mongo-sli-reportCard-readtime,120,109,102,194
0,Avg-c1-mongo-sli-reportCard-writecount,500,500,500,500
1,Avg-c1-mongo-sli-reportCard-writetime,245,196,214,344
1,Avg-c1-mongo-sli-section-readcount,12028301,12026635,9613541,12279968
1,Avg-c1-mongo-sli-section-readtime,361409,570854,1070442,6074290
0,Avg-c1-mongo-sli-section-writecount,300,300,300,300
1,Avg-c1-mongo-sli-section-writetime,120,94,113,169
1,Avg-c1-mongo-sli-session-readcount,26900,26900,21620,26900
1,Avg-c1-mongo-sli-session-readtime,5449,3028,8834,20855
0,Avg-c1-mongo-sli-session-writecount,10,10,10,10
1,Avg-c1-mongo-sli-session-writetime,14,2,2,11
1,Avg-c1-mongo-sli-staff-readcount,10396137,10396137,8316948,10396172
1,Avg-c1-mongo-sli-staff-readtime,1962180,272027,248713,2748482
0,Avg-c1-mongo-sli-staff-writecount,60,60,60,60
1,Avg-c1-mongo-sli-staff-writetime,31,36,32,62
0,Avg-c1-mongo-sli-staffCohortAssociation-readcount,20,20,20,20
1,Avg-c1-mongo-sli-staffCohortAssociation-readtime,6,3,4,8
0,Avg-c1-mongo-sli-staffCohortAssociation-writecount,20,20,20,20
1,Avg-c1-mongo-sli-staffCohortAssociation-writetime,10,10,12,24
0,Avg-c1-mongo-sli-staffEducationOrganizationAssociation-readcount,10,10,10,10
1,Avg-c1-mongo-sli-staffEducationOrganizationAssociation-readtime,2,3,3,3
0,Avg-c1-mongo-sli-staffEducationOrganizationAssociation-writecount,10,10,10,10
1,Avg-c1-mongo-sli-staffEducationOrganizationAssociation-writetime,4,5,4,6
0,Avg-c1-mongo-sli-staffProgramAssociation-readcount,13,13,13,13
1,Avg-c1-mongo-sli-staffProgramAssociation-readtime,4,9,3,10
0,Avg-c1-mongo-sli-staffProgramAssociation-writecount,13,13,13,13
1,Avg-c1-mongo-sli-staffProgramAssociation-writetime,9,6,6,9
1,Avg-c1-mongo-sli-student-readcount,175020513,166687180,145419063,232087180
1,Avg-c1-mongo-sli-student-readtime,8324578,6688239,9188816,34173806
0,Avg-c1-mongo-sli-student-writecount,500,500,500,500
1,Avg-c1-mongo-sli-student-writetime,268,288,319,512
1,Avg-c1-mongo-sli-studentAcademicRecord-readcount,10007500,10007500,8007500,10007500
1,Avg-c1-mongo-sli-studentAcademicRecord-readtime,2326621,2445284,3231915,3464355
0,Avg-c1-mongo-sli-studentAcademicRecord-writecount,500,500,500,500
1,Avg-c1-mongo-sli-studentAcademicRecord-writetime,124,119,231,282
0,Avg-c1-mongo-sli-studentAssessmentAssociation-readcount,2500,2500,2500,2500
1,Avg-c1-mongo-sli-studentAssessmentAssociation-readtime,920,608,671,1000
0,Avg-c1-mongo-sli-studentAssessmentAssociation-writecount,2500,2500,2500,2500
1,Avg-c1-mongo-sli-studentAssessmentAssociation-writetime,1155,1158,1396,1946
0,Avg-c1-mongo-sli-studentCohortAssociation-readcount,1500,1500,1500,1500
1,Avg-c1-mongo-sli-studentCohortAssociation-readtime,583,753,1004,1273
0,Avg-c1-mongo-sli-studentCohortAssociation-writecount,1500,1500,1500,1500
1,Avg-c1-mongo-sli-studentCohortAssociation-writetime,810,812,994,1348
1,Avg-c1-mongo-sli-studentCompetency-readcount,15001000,15001000,12000900,15001000
1,Avg-c1-mongo-sli-studentCompetency-readtime,299124,601043,430371,1163260
0,Avg-c1-mongo-sli-studentCompetency-writecount,1000,1000,1000,1000
1,Avg-c1-mongo-sli-studentCompetency-writetime,540,620,518,862
0,Avg-c1-mongo-sli-studentDisciplineIncidentAssociation-readcount,4875,4875,4875,4875
1,Avg-c1-mongo-sli-studentDisciplineIncidentAssociation-readtime,2047,1952,3000,3433
0,Avg-c1-mongo-sli-studentDisciplineIncidentAssociation-writecount,4875,4875,4875,4875
1,Avg-c1-mongo-sli-studentDisciplineIncidentAssociation-writetime,2677,2547,3951,3831
0,Avg-c1-mongo-sli-studentGradebookEntry-readcount,500,500,500,500
1,Avg-c1-mongo-sli-studentGradebookEntry-readtime,226,312,218,432
0,Avg-c1-mongo-sli-studentGradebookEntry-writecount,500,500,500,500
1,Avg-c1-mongo-sli-studentGradebookEntry-writetime,319,262,287,493
0,Avg-c1-mongo-sli-studentParentAssociation-readcount,763,763,763,763
1,Avg-c1-mongo-sli-studentParentAssociation-readtime,155,148,388,458
0,Avg-c1-mongo-sli-studentParentAssociation-writecount,763,763,763,763
1,Avg-c1-mongo-sli-studentParentAssociation-writetime,277,256,486,565
0,Avg-c1-mongo-sli-studentProgramAssociation-readcount,1000,1000,1000,1000
1,Avg-c1-mongo-sli-studentProgramAssociation-readtime,404,259,449,643
0,Avg-c1-mongo-sli-studentProgramAssociation-writecount,1000,1000,1000,1000
1,Avg-c1-mongo-sli-studentProgramAssociation-writetime,492,399,559,825
0,Avg-c1-mongo-sli-studentSchoolAssociation-readcount,500,500,500,500
1,Avg-c1-mongo-sli-studentSchoolAssociation-readtime,140,181,165,304
0,Avg-c1-mongo-sli-studentSchoolAssociation-writecount,500,500,500,500
1,Avg-c1-mongo-sli-studentSchoolAssociation-writetime,224,241,244,398
1,Avg-c1-mongo-sli-studentSectionAssociation-readcount,50003500,50003500,50003500,50201500
1,Avg-c1-mongo-sli-studentSectionAssociation-readtime,13203126,9190076,8937694,26403973
0,Avg-c1-mongo-sli-studentSectionAssociation-writecount,2500,2500,2500,2500
1,Avg-c1-mongo-sli-studentSectionAssociation-writetime,1469,1438,1680,2032
0,Avg-c1-mongo-sli-studentTranscriptAssociation-readcount,7500,7500,7500,7500
1,Avg-c1-mongo-sli-studentTranscriptAssociation-readtime,2711,3145,3514,5007
0,Avg-c1-mongo-sli-studentTranscriptAssociation-writecount,7500,7500,7500,7500
1,Avg-c1-mongo-sli-studentTranscriptAssociation-writetime,4327,4419,4715,6670
0,Avg-c1-mongo-sli-teacherSchoolAssociation-readcount,50,50,50,50
1,Avg-c1-mongo-sli-teacherSchoolAssociation-readtime,14,10,8,22
0,Avg-c1-mongo-sli-teacherSchoolAssociation-writecount,50,50,50,50
1,Avg-c1-mongo-sli-teacherSchoolAssociation-writetime,21,29,23,45
0,Avg-c1-mongo-sli-teacherSectionAssociation-readcount,300,300,300,300
1,Avg-c1-mongo-sli-teacherSectionAssociation-readtime,92,101,97,119
0,Avg-c1-mongo-sli-teacherSectionAssociation-writecount,300,300,300,300
1,Avg-c1-mongo-sli-teacherSectionAssociation-writetime,118,130,152,251
0,Avg-c1-mongo-sli-tenant-readcount,1,1,1,1
1,Avg-c1-mongo-sli-tenant-readtime,1,1,1,3
